unit_id,student_id,hw_title,hw_submitted,hw_grade
228067,2,14. Plot.ly Homework,TRUE,A+
230002,2,15. Geo-mapping Homework,TRUE,A+
231056,2,Milestone: Polish Your Online Presence,TRUE,A+
232095,2,Project 3,TRUE,A+
233014,2,Milestone: Employer-Ready,TRUE,A+
234086,2,18. Tableau Homework,TRUE,A+
235060,2,19. Supervised Learning Homework,TRUE,A+
236074,2,22. Big Data Homework,TRUE,A+
237066,2,Milestone: Employer-Competitive,TRUE,A+
238036,2,Project 4,TRUE,A+
239039,2,20. Unsupervised Learning Homework,TRUE,A+
240031,2,21. Deep Learning Homework,TRUE,A+
211085,3,0: Data Prework,TRUE,A+
212070,3,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,3,1. Excel Homework,TRUE,A+
214096,3,2. Visual Basic Homework,TRUE,A+
215023,3,3. Python Homework,TRUE,A+
216022,3,4. Pandas Homework,TRUE,A+
217066,3,5. Matplotlib Homework,TRUE,A+
218097,3,Milestone: Pave Your Pathway,TRUE,A+
219089,3,6. Python APIs Homework,TRUE,A+
220002,3,Project 1,TRUE,A+
221064,3,10. SQLAlchemy Homework,TRUE,A+
222074,3,9. SQL Homework,TRUE,A+
223013,3,Milestone: Develop Your Resume,TRUE,A+
224064,3,11. HTML and CSS Homework,TRUE,A+
225090,3,12. Web Scraping and Mongo Homework,TRUE,A+
226020,3,Project 2,TRUE,A+
228067,3,14. Plot.ly Homework,TRUE,A+
230002,3,15. Geo-mapping Homework,TRUE,A+
231056,3,Milestone: Polish Your Online Presence,TRUE,A+
232095,3,Project 3,TRUE,A+
233014,3,Milestone: Employer-Ready,TRUE,A+
234086,3,18. Tableau Homework,TRUE,A+
235060,3,19. Supervised Learning Homework,TRUE,A+
236074,3,22. Big Data Homework,TRUE,A+
237066,3,Milestone: Employer-Competitive,TRUE,A+
238036,3,Project 4,TRUE,A+
239039,3,20. Unsupervised Learning Homework,TRUE,A+
240031,3,21. Deep Learning Homework,TRUE,A+
211085,4,0: Data Prework,TRUE,A+
212070,4,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,4,1. Excel Homework,TRUE,A+
214096,4,2. Visual Basic Homework,TRUE,A+
215023,4,3. Python Homework,TRUE,A+
216022,4,4. Pandas Homework,TRUE,A+
217066,4,5. Matplotlib Homework,TRUE,A+
218097,4,Milestone: Pave Your Pathway,TRUE,A+
219089,4,6. Python APIs Homework,TRUE,A+
220002,4,Project 1,TRUE,A+
221064,4,10. SQLAlchemy Homework,TRUE,A+
222074,4,9. SQL Homework,TRUE,A+
223013,4,Milestone: Develop Your Resume,TRUE,A+
224064,4,11. HTML and CSS Homework,TRUE,A+
225090,4,12. Web Scraping and Mongo Homework,TRUE,A+
226020,4,Project 2,TRUE,A+
228067,4,14. Plot.ly Homework,TRUE,A+
230002,4,15. Geo-mapping Homework,TRUE,A+
231056,4,Milestone: Polish Your Online Presence,TRUE,A+
232095,4,Project 3,TRUE,A+
233014,4,Milestone: Employer-Ready,TRUE,A+
234086,4,18. Tableau Homework,TRUE,A+
235060,4,19. Supervised Learning Homework,TRUE,A+
236074,4,22. Big Data Homework,TRUE,A+
237066,4,Milestone: Employer-Competitive,TRUE,A+
238036,4,Project 4,TRUE,A+
239039,4,20. Unsupervised Learning Homework,TRUE,A+
240031,4,21. Deep Learning Homework,TRUE,A+
211085,5,0: Data Prework,TRUE,A+
212070,5,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,5,1. Excel Homework,TRUE,A+
214096,5,2. Visual Basic Homework,TRUE,A+
215023,5,3. Python Homework,TRUE,A+
216022,5,4. Pandas Homework,TRUE,A+
217066,5,5. Matplotlib Homework,TRUE,A+
218097,5,Milestone: Pave Your Pathway,TRUE,A+
219089,5,6. Python APIs Homework,TRUE,A+
220002,5,Project 1,TRUE,A+
221064,5,10. SQLAlchemy Homework,TRUE,A+
222074,5,9. SQL Homework,TRUE,A+
223013,5,Milestone: Develop Your Resume,TRUE,A+
224064,5,11. HTML and CSS Homework,TRUE,A+
225090,5,12. Web Scraping and Mongo Homework,TRUE,A+
226020,5,Project 2,TRUE,A+
228067,5,14. Plot.ly Homework,TRUE,A+
230002,5,15. Geo-mapping Homework,TRUE,A+
231056,5,Milestone: Polish Your Online Presence,TRUE,A+
232095,5,Project 3,TRUE,A+
233014,5,Milestone: Employer-Ready,TRUE,A+
234086,5,18. Tableau Homework,TRUE,A+
235060,5,19. Supervised Learning Homework,TRUE,A+
236074,5,22. Big Data Homework,TRUE,A+
237066,5,Milestone: Employer-Competitive,TRUE,A+
238036,5,Project 4,TRUE,A+
239039,5,20. Unsupervised Learning Homework,TRUE,A+
240031,5,21. Deep Learning Homework,TRUE,A+
211085,6,0: Data Prework,TRUE,A+
212070,6,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,6,1. Excel Homework,TRUE,A+
214096,6,2. Visual Basic Homework,TRUE,A+
215023,6,3. Python Homework,TRUE,A+
216022,6,4. Pandas Homework,TRUE,A+
217066,6,5. Matplotlib Homework,TRUE,A+
218097,6,Milestone: Pave Your Pathway,TRUE,A+
219089,6,6. Python APIs Homework,TRUE,A+
220002,6,Project 1,TRUE,A+
221064,6,10. SQLAlchemy Homework,TRUE,A+
222074,6,9. SQL Homework,TRUE,A+
223013,6,Milestone: Develop Your Resume,TRUE,A+
224064,6,11. HTML and CSS Homework,TRUE,A+
225090,6,12. Web Scraping and Mongo Homework,TRUE,A+
226020,6,Project 2,TRUE,A+
228067,6,14. Plot.ly Homework,TRUE,A+
230002,6,15. Geo-mapping Homework,TRUE,A+
231056,6,Milestone: Polish Your Online Presence,TRUE,A+
232095,6,Project 3,TRUE,A+
233014,6,Milestone: Employer-Ready,TRUE,A+
234086,6,18. Tableau Homework,TRUE,A+
235060,6,19. Supervised Learning Homework,TRUE,A+
236074,6,22. Big Data Homework,TRUE,A+
237066,6,Milestone: Employer-Competitive,TRUE,A+
238036,6,Project 4,TRUE,A+
239039,6,20. Unsupervised Learning Homework,TRUE,A+
240031,6,21. Deep Learning Homework,TRUE,A+
211085,7,0: Data Prework,TRUE,A+
212070,7,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,7,1. Excel Homework,TRUE,A+
214096,7,2. Visual Basic Homework,TRUE,A+
215023,7,3. Python Homework,TRUE,A+
216022,7,4. Pandas Homework,TRUE,A+
217066,7,5. Matplotlib Homework,TRUE,A+
218097,7,Milestone: Pave Your Pathway,TRUE,A+
219089,7,6. Python APIs Homework,TRUE,A+
220002,7,Project 1,TRUE,A+
221064,7,10. SQLAlchemy Homework,TRUE,A+
222074,7,9. SQL Homework,TRUE,A+
223013,7,Milestone: Develop Your Resume,TRUE,A+
224064,7,11. HTML and CSS Homework,TRUE,A+
225090,7,12. Web Scraping and Mongo Homework,TRUE,A+
226020,7,Project 2,TRUE,A+
228067,7,14. Plot.ly Homework,TRUE,A+
230002,7,15. Geo-mapping Homework,TRUE,A+
231056,7,Milestone: Polish Your Online Presence,TRUE,A+
232095,7,Project 3,TRUE,A+
233014,7,Milestone: Employer-Ready,TRUE,A+
234086,7,18. Tableau Homework,TRUE,A+
235060,7,19. Supervised Learning Homework,TRUE,A+
236074,7,22. Big Data Homework,TRUE,A+
237066,7,Milestone: Employer-Competitive,TRUE,A+
238036,7,Project 4,TRUE,A+
239039,7,20. Unsupervised Learning Homework,TRUE,A+
240031,7,21. Deep Learning Homework,TRUE,A+
211085,8,0: Data Prework,TRUE,A+
212070,8,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,8,1. Excel Homework,TRUE,A+
214096,8,2. Visual Basic Homework,TRUE,A+
215023,8,3. Python Homework,TRUE,A+
216022,8,4. Pandas Homework,TRUE,A+
217066,8,5. Matplotlib Homework,TRUE,A+
218097,8,Milestone: Pave Your Pathway,TRUE,A+
219089,8,6. Python APIs Homework,TRUE,A+
220002,8,Project 1,TRUE,A+
221064,8,10. SQLAlchemy Homework,TRUE,A+
222074,8,9. SQL Homework,TRUE,A+
223013,8,Milestone: Develop Your Resume,TRUE,A+
224064,8,11. HTML and CSS Homework,TRUE,A+
225090,8,12. Web Scraping and Mongo Homework,TRUE,A+
226020,8,Project 2,TRUE,A+
228067,8,14. Plot.ly Homework,TRUE,A+
230002,8,15. Geo-mapping Homework,TRUE,A+
231056,8,Milestone: Polish Your Online Presence,TRUE,A+
232095,8,Project 3,TRUE,A+
233014,8,Milestone: Employer-Ready,TRUE,A+
234086,8,18. Tableau Homework,TRUE,A+
235060,8,19. Supervised Learning Homework,TRUE,A+
236074,8,22. Big Data Homework,TRUE,A+
237066,8,Milestone: Employer-Competitive,TRUE,A+
238036,8,Project 4,TRUE,A+
239039,8,20. Unsupervised Learning Homework,TRUE,A+
240031,8,21. Deep Learning Homework,TRUE,A+
211085,9,0: Data Prework,TRUE,A+
212070,9,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,9,1. Excel Homework,TRUE,A+
214096,9,2. Visual Basic Homework,TRUE,A+
215023,9,3. Python Homework,TRUE,A+
216022,9,4. Pandas Homework,TRUE,A+
217066,9,5. Matplotlib Homework,TRUE,A+
218097,9,Milestone: Pave Your Pathway,TRUE,A+
219089,9,6. Python APIs Homework,TRUE,A+
220002,9,Project 1,TRUE,A+
221064,9,10. SQLAlchemy Homework,TRUE,A+
222074,9,9. SQL Homework,TRUE,A+
223013,9,Milestone: Develop Your Resume,TRUE,A+
224064,9,11. HTML and CSS Homework,TRUE,A+
225090,9,12. Web Scraping and Mongo Homework,TRUE,A+
226020,9,Project 2,TRUE,A+
228067,9,14. Plot.ly Homework,TRUE,A+
230002,9,15. Geo-mapping Homework,TRUE,A+
231056,9,Milestone: Polish Your Online Presence,TRUE,A+
232095,9,Project 3,TRUE,A+
233014,9,Milestone: Employer-Ready,TRUE,A+
234086,9,18. Tableau Homework,TRUE,A+
235060,9,19. Supervised Learning Homework,TRUE,A+
236074,9,22. Big Data Homework,TRUE,A+
237066,9,Milestone: Employer-Competitive,TRUE,A+
238036,9,Project 4,TRUE,A+
239039,9,20. Unsupervised Learning Homework,TRUE,A+
240031,9,21. Deep Learning Homework,TRUE,A+
211085,10,0: Data Prework,TRUE,A+
212070,10,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,10,1. Excel Homework,TRUE,A+
214096,10,2. Visual Basic Homework,TRUE,A+
215023,10,3. Python Homework,TRUE,A+
216022,10,4. Pandas Homework,TRUE,A+
217066,10,5. Matplotlib Homework,TRUE,A+
218097,10,Milestone: Pave Your Pathway,TRUE,A+
219089,10,6. Python APIs Homework,TRUE,A+
220002,10,Project 1,TRUE,A+
221064,10,10. SQLAlchemy Homework,TRUE,A+
222074,10,9. SQL Homework,TRUE,A+
223013,10,Milestone: Develop Your Resume,TRUE,A+
224064,10,11. HTML and CSS Homework,TRUE,A+
225090,10,12. Web Scraping and Mongo Homework,TRUE,A+
226020,10,Project 2,TRUE,A+
228067,10,14. Plot.ly Homework,TRUE,A+
230002,10,15. Geo-mapping Homework,TRUE,A+
231056,10,Milestone: Polish Your Online Presence,TRUE,A+
232095,10,Project 3,TRUE,A+
233014,10,Milestone: Employer-Ready,TRUE,A+
234086,10,18. Tableau Homework,TRUE,A+
235060,10,19. Supervised Learning Homework,TRUE,A+
236074,10,22. Big Data Homework,TRUE,A+
237066,10,Milestone: Employer-Competitive,TRUE,A+
238036,10,Project 4,TRUE,A+
239039,10,20. Unsupervised Learning Homework,TRUE,A+
240031,10,21. Deep Learning Homework,TRUE,A+
211085,11,0: Data Prework,TRUE,A+
212070,11,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,11,1. Excel Homework,TRUE,A+
214096,11,2. Visual Basic Homework,TRUE,A+
215023,11,3. Python Homework,TRUE,A+
216022,11,4. Pandas Homework,TRUE,A+
217066,11,5. Matplotlib Homework,TRUE,A+
218097,11,Milestone: Pave Your Pathway,TRUE,A+
219089,11,6. Python APIs Homework,TRUE,A+
220002,11,Project 1,TRUE,A+
221064,11,10. SQLAlchemy Homework,TRUE,A+
222074,11,9. SQL Homework,TRUE,A+
223013,11,Milestone: Develop Your Resume,TRUE,A+
224064,11,11. HTML and CSS Homework,TRUE,A+
225090,11,12. Web Scraping and Mongo Homework,TRUE,A+
226020,11,Project 2,TRUE,A+
228067,11,14. Plot.ly Homework,TRUE,A+
230002,11,15. Geo-mapping Homework,TRUE,A+
231056,11,Milestone: Polish Your Online Presence,TRUE,A+
232095,11,Project 3,TRUE,A+
233014,11,Milestone: Employer-Ready,TRUE,A+
234086,11,18. Tableau Homework,TRUE,A+
235060,11,19. Supervised Learning Homework,TRUE,A+
236074,11,22. Big Data Homework,TRUE,A+
237066,11,Milestone: Employer-Competitive,TRUE,A+
238036,11,Project 4,TRUE,A+
239039,11,20. Unsupervised Learning Homework,TRUE,A+
240031,11,21. Deep Learning Homework,TRUE,A+
211085,12,0: Data Prework,TRUE,A+
212070,12,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,12,1. Excel Homework,TRUE,A+
214096,12,2. Visual Basic Homework,TRUE,A+
215023,12,3. Python Homework,TRUE,A+
216022,12,4. Pandas Homework,TRUE,A+
217066,12,5. Matplotlib Homework,TRUE,A+
218097,12,Milestone: Pave Your Pathway,TRUE,A+
219089,12,6. Python APIs Homework,TRUE,A+
220002,12,Project 1,TRUE,A+
221064,12,10. SQLAlchemy Homework,TRUE,A+
222074,12,9. SQL Homework,TRUE,A+
223013,12,Milestone: Develop Your Resume,TRUE,A+
224064,12,11. HTML and CSS Homework,TRUE,A+
225090,12,12. Web Scraping and Mongo Homework,TRUE,A+
226020,12,Project 2,TRUE,A+
228067,12,14. Plot.ly Homework,TRUE,A+
230002,12,15. Geo-mapping Homework,TRUE,A+
231056,12,Milestone: Polish Your Online Presence,TRUE,A+
232095,12,Project 3,TRUE,A+
233014,12,Milestone: Employer-Ready,TRUE,A+
234086,12,18. Tableau Homework,TRUE,A+
235060,12,19. Supervised Learning Homework,TRUE,A+
236074,12,22. Big Data Homework,TRUE,A+
237066,12,Milestone: Employer-Competitive,TRUE,A+
238036,12,Project 4,TRUE,A+
239039,12,20. Unsupervised Learning Homework,TRUE,A+
240031,12,21. Deep Learning Homework,TRUE,A+
211085,13,0: Data Prework,TRUE,A+
212070,13,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,13,1. Excel Homework,TRUE,A+
214096,13,2. Visual Basic Homework,TRUE,A+
215023,13,3. Python Homework,TRUE,A+
216022,13,4. Pandas Homework,TRUE,A+
217066,13,5. Matplotlib Homework,TRUE,A+
218097,13,Milestone: Pave Your Pathway,TRUE,A+
219089,13,6. Python APIs Homework,TRUE,A+
220002,13,Project 1,TRUE,A+
221064,13,10. SQLAlchemy Homework,TRUE,A+
222074,13,9. SQL Homework,TRUE,A+
223013,13,Milestone: Develop Your Resume,TRUE,A+
224064,13,11. HTML and CSS Homework,TRUE,A+
225090,13,12. Web Scraping and Mongo Homework,TRUE,A+
226020,13,Project 2,TRUE,A+
228067,13,14. Plot.ly Homework,TRUE,A+
230002,13,15. Geo-mapping Homework,TRUE,A+
231056,13,Milestone: Polish Your Online Presence,TRUE,A+
232095,13,Project 3,TRUE,A+
233014,13,Milestone: Employer-Ready,TRUE,A+
234086,13,18. Tableau Homework,TRUE,A+
235060,13,19. Supervised Learning Homework,TRUE,A+
236074,13,22. Big Data Homework,TRUE,A+
237066,13,Milestone: Employer-Competitive,TRUE,A+
238036,13,Project 4,TRUE,A+
239039,13,20. Unsupervised Learning Homework,TRUE,A+
240031,13,21. Deep Learning Homework,TRUE,A+
211085,14,0: Data Prework,TRUE,A+
212070,14,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,14,1. Excel Homework,TRUE,A+
214096,14,2. Visual Basic Homework,TRUE,A+
215023,14,3. Python Homework,TRUE,A+
216022,14,4. Pandas Homework,TRUE,A+
217066,14,5. Matplotlib Homework,TRUE,A+
218097,14,Milestone: Pave Your Pathway,TRUE,A+
219089,14,6. Python APIs Homework,TRUE,A+
220002,14,Project 1,TRUE,A+
221064,14,10. SQLAlchemy Homework,TRUE,A+
222074,14,9. SQL Homework,TRUE,A+
223013,14,Milestone: Develop Your Resume,TRUE,A+
224064,14,11. HTML and CSS Homework,TRUE,A+
225090,14,12. Web Scraping and Mongo Homework,TRUE,A+
226020,14,Project 2,TRUE,A+
228067,14,14. Plot.ly Homework,TRUE,A+
230002,14,15. Geo-mapping Homework,TRUE,A+
231056,14,Milestone: Polish Your Online Presence,TRUE,A+
232095,14,Project 3,TRUE,A+
233014,14,Milestone: Employer-Ready,TRUE,A+
234086,14,18. Tableau Homework,TRUE,A+
235060,14,19. Supervised Learning Homework,TRUE,A+
236074,14,22. Big Data Homework,TRUE,A+
237066,14,Milestone: Employer-Competitive,TRUE,A+
238036,14,Project 4,TRUE,A+
239039,14,20. Unsupervised Learning Homework,TRUE,A+
240031,14,21. Deep Learning Homework,TRUE,A+
211085,15,0: Data Prework,TRUE,A+
212070,15,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,15,1. Excel Homework,TRUE,A+
214096,15,2. Visual Basic Homework,TRUE,A+
215023,15,3. Python Homework,TRUE,A+
216022,15,4. Pandas Homework,TRUE,A+
217066,15,5. Matplotlib Homework,TRUE,A+
218097,15,Milestone: Pave Your Pathway,TRUE,A+
219089,15,6. Python APIs Homework,TRUE,A+
220002,15,Project 1,TRUE,A+
221064,15,10. SQLAlchemy Homework,TRUE,A+
222074,15,9. SQL Homework,TRUE,A+
223013,15,Milestone: Develop Your Resume,TRUE,A+
224064,15,11. HTML and CSS Homework,TRUE,A+
225090,15,12. Web Scraping and Mongo Homework,TRUE,A+
226020,15,Project 2,TRUE,A+
228067,15,14. Plot.ly Homework,TRUE,A+
230002,15,15. Geo-mapping Homework,TRUE,A+
231056,15,Milestone: Polish Your Online Presence,TRUE,A+
232095,15,Project 3,TRUE,A+
233014,15,Milestone: Employer-Ready,TRUE,A+
234086,15,18. Tableau Homework,TRUE,A+
235060,15,19. Supervised Learning Homework,TRUE,A+
236074,15,22. Big Data Homework,TRUE,A+
237066,15,Milestone: Employer-Competitive,TRUE,A+
238036,15,Project 4,TRUE,A+
239039,15,20. Unsupervised Learning Homework,TRUE,A+
240031,15,21. Deep Learning Homework,TRUE,A+
211085,16,0: Data Prework,TRUE,A+
212070,16,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,16,1. Excel Homework,TRUE,A+
214096,16,2. Visual Basic Homework,TRUE,A+
215023,16,3. Python Homework,TRUE,A+
216022,16,4. Pandas Homework,TRUE,A+
217066,16,5. Matplotlib Homework,TRUE,A+
218097,16,Milestone: Pave Your Pathway,TRUE,A+
219089,16,6. Python APIs Homework,TRUE,A+
220002,16,Project 1,TRUE,A+
221064,16,10. SQLAlchemy Homework,TRUE,A+
222074,16,9. SQL Homework,TRUE,A+
223013,16,Milestone: Develop Your Resume,TRUE,A+
224064,16,11. HTML and CSS Homework,TRUE,A+
225090,16,12. Web Scraping and Mongo Homework,TRUE,A+
226020,16,Project 2,TRUE,A+
228067,16,14. Plot.ly Homework,TRUE,A+
230002,16,15. Geo-mapping Homework,TRUE,A+
231056,16,Milestone: Polish Your Online Presence,TRUE,A+
232095,16,Project 3,TRUE,A+
233014,16,Milestone: Employer-Ready,TRUE,A+
234086,16,18. Tableau Homework,TRUE,A+
235060,16,19. Supervised Learning Homework,TRUE,A+
236074,16,22. Big Data Homework,TRUE,A+
237066,16,Milestone: Employer-Competitive,TRUE,A+
238036,16,Project 4,TRUE,A+
239039,16,20. Unsupervised Learning Homework,TRUE,A+
240031,16,21. Deep Learning Homework,TRUE,A+
211085,17,0: Data Prework,TRUE,A+
212070,17,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,17,1. Excel Homework,TRUE,A+
214096,17,2. Visual Basic Homework,TRUE,A+
215023,17,3. Python Homework,TRUE,A+
216022,17,4. Pandas Homework,TRUE,A+
217066,17,5. Matplotlib Homework,TRUE,A+
218097,17,Milestone: Pave Your Pathway,TRUE,A+
219089,17,6. Python APIs Homework,TRUE,A+
220002,17,Project 1,TRUE,A+
221064,17,10. SQLAlchemy Homework,TRUE,A+
222074,17,9. SQL Homework,TRUE,A+
223013,17,Milestone: Develop Your Resume,TRUE,A+
224064,17,11. HTML and CSS Homework,TRUE,A+
225090,17,12. Web Scraping and Mongo Homework,TRUE,A+
226020,17,Project 2,TRUE,A+
228067,17,14. Plot.ly Homework,TRUE,A+
230002,17,15. Geo-mapping Homework,TRUE,A+
231056,17,Milestone: Polish Your Online Presence,TRUE,A+
232095,17,Project 3,TRUE,A+
233014,17,Milestone: Employer-Ready,TRUE,A+
234086,17,18. Tableau Homework,TRUE,A+
235060,17,19. Supervised Learning Homework,TRUE,A+
236074,17,22. Big Data Homework,TRUE,A+
237066,17,Milestone: Employer-Competitive,TRUE,A+
238036,17,Project 4,TRUE,A+
239039,17,20. Unsupervised Learning Homework,TRUE,A+
240031,17,21. Deep Learning Homework,TRUE,A+
211085,18,0: Data Prework,TRUE,A+
212070,18,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,18,1. Excel Homework,TRUE,A+
214096,18,2. Visual Basic Homework,TRUE,A+
215023,18,3. Python Homework,TRUE,A+
216022,18,4. Pandas Homework,TRUE,A+
217066,18,5. Matplotlib Homework,TRUE,A+
218097,18,Milestone: Pave Your Pathway,TRUE,A+
219089,18,6. Python APIs Homework,TRUE,A+
220002,18,Project 1,TRUE,A+
221064,18,10. SQLAlchemy Homework,TRUE,A+
222074,18,9. SQL Homework,TRUE,A+
223013,18,Milestone: Develop Your Resume,TRUE,A+
224064,18,11. HTML and CSS Homework,TRUE,A+
225090,18,12. Web Scraping and Mongo Homework,TRUE,A+
226020,18,Project 2,TRUE,A+
228067,18,14. Plot.ly Homework,TRUE,A+
230002,18,15. Geo-mapping Homework,TRUE,A+
231056,18,Milestone: Polish Your Online Presence,TRUE,A+
232095,18,Project 3,TRUE,A+
233014,18,Milestone: Employer-Ready,TRUE,A+
234086,18,18. Tableau Homework,TRUE,A+
235060,18,19. Supervised Learning Homework,TRUE,A+
236074,18,22. Big Data Homework,TRUE,A+
237066,18,Milestone: Employer-Competitive,TRUE,A+
238036,18,Project 4,TRUE,A+
239039,18,20. Unsupervised Learning Homework,TRUE,A+
240031,18,21. Deep Learning Homework,TRUE,A+
211085,19,0: Data Prework,TRUE,A+
212070,19,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,19,1. Excel Homework,TRUE,A+
214096,19,2. Visual Basic Homework,TRUE,A+
215023,19,3. Python Homework,TRUE,A+
216022,19,4. Pandas Homework,TRUE,A+
217066,19,5. Matplotlib Homework,TRUE,A+
218097,19,Milestone: Pave Your Pathway,TRUE,A+
219089,19,6. Python APIs Homework,TRUE,A+
220002,19,Project 1,TRUE,A+
221064,19,10. SQLAlchemy Homework,TRUE,A+
222074,19,9. SQL Homework,TRUE,A+
223013,19,Milestone: Develop Your Resume,TRUE,A+
224064,19,11. HTML and CSS Homework,TRUE,A+
225090,19,12. Web Scraping and Mongo Homework,TRUE,A+
226020,19,Project 2,TRUE,A+
228067,19,14. Plot.ly Homework,TRUE,A+
230002,19,15. Geo-mapping Homework,TRUE,A+
231056,19,Milestone: Polish Your Online Presence,TRUE,A+
232095,19,Project 3,TRUE,A+
233014,19,Milestone: Employer-Ready,TRUE,A+
234086,19,18. Tableau Homework,TRUE,A+
235060,19,19. Supervised Learning Homework,TRUE,A+
236074,19,22. Big Data Homework,TRUE,A+
237066,19,Milestone: Employer-Competitive,TRUE,A+
238036,19,Project 4,TRUE,A+
239039,19,20. Unsupervised Learning Homework,TRUE,A+
240031,19,21. Deep Learning Homework,TRUE,A+
211085,20,0: Data Prework,TRUE,A+
212070,20,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,20,1. Excel Homework,TRUE,A+
214096,20,2. Visual Basic Homework,TRUE,A+
215023,20,3. Python Homework,TRUE,A+
216022,20,4. Pandas Homework,TRUE,A+
217066,20,5. Matplotlib Homework,TRUE,A+
218097,20,Milestone: Pave Your Pathway,TRUE,A+
219089,20,6. Python APIs Homework,TRUE,A+
220002,20,Project 1,TRUE,A+
221064,20,10. SQLAlchemy Homework,TRUE,A+
222074,20,9. SQL Homework,TRUE,A+
223013,20,Milestone: Develop Your Resume,TRUE,A+
224064,20,11. HTML and CSS Homework,TRUE,A+
225090,20,12. Web Scraping and Mongo Homework,TRUE,A+
226020,20,Project 2,TRUE,A+
228067,20,14. Plot.ly Homework,TRUE,A+
230002,20,15. Geo-mapping Homework,TRUE,A+
231056,20,Milestone: Polish Your Online Presence,TRUE,A+
232095,20,Project 3,TRUE,A+
233014,20,Milestone: Employer-Ready,TRUE,A+
234086,20,18. Tableau Homework,TRUE,A+
235060,20,19. Supervised Learning Homework,TRUE,A+
236074,20,22. Big Data Homework,TRUE,A+
237066,20,Milestone: Employer-Competitive,TRUE,A+
238036,20,Project 4,TRUE,A+
239039,20,20. Unsupervised Learning Homework,TRUE,A+
240031,20,21. Deep Learning Homework,TRUE,A+
211085,21,0: Data Prework,TRUE,A+
212070,21,Intro to Career Services: Employer-Ready vs Employer-Competitive,TRUE,A+
213030,21,1. Excel Homework,TRUE,A+
214096,21,2. Visual Basic Homework,TRUE,A+
